C�digo;Denominaci�n;Rubro;Marca;Precio Compra
3153;TEMPEH UMAMI SOJA X 400 GRS;SIN TACC;UMAMI;7024
3155;CHOCOLATE AGUILA 80% X 150GR - AGUILA;REPOSTER�A;AGUILA;11700
3158;COLAGENO BEBIBLE SPORT VITAMIN WAY;SUPLEMENTOS DEPORTIVOS;VITAMIN WAY;41777
316;DESODORANTE CON TEA TREE Y ACAI 60ML - BOTANIKA;COSMETICA;BOTANIKA;8005
3168;CROWIE CHOCOLATE NEGRO;SIN TACC;CROWIE;666
317;DESODORANTE SPRAY R MOSQUETA Y PALTA 75ML - BOTANIKA;COSMETICA;BOTANIKA;9657
318;UP FOR MEN X 30 VW - VITAMIN WAY;LABORATORIO;VITAMIN WAY;12774
319;HIALURONICO ANTI-ARRUGAS X 30 CAP VW - VITAMIN WAY;LABORATORIO;VITAMIN WAY;36031
32;CASCARA SAGRADA HERBOTECA;HIERBAS MEDICINALES;HERBOTECA;16080
320;VITAMINA C X 30 CAPS - VITAMIN WAY;LABORATORIO;VITAMIN WAY;8768
321;DATILES SIN CAROZO - GRANEL;DESECADOS;GRANEL;26585
3219;PROP�LEOS BRUTO;VARIOS;;158826
322;CENTELLA COMP X 60 - DASIPA;LABORATORIO;DASIPA;11329
323;GINKGO BILOBA 80 X 60 COMP - DASIPA;LABORATORIO;DASIPA;10602
324;SPIRULINA REDUCTORA X 90 COMP. - DASIPA;LABORATORIO;DASIPA;11329
325;KOMBUCHA UVA X 473ML;VARIOS;BRAVIA;5126
3254;CHOCOLATE AGUILA 60% CON NARANJA;REPOSTER�A;AGUILA;7689
326;JARA TOS - NATU COR;LABORATORIO;NATU-COR;16452
327;ALOE JARABE - NATU COR;LABORATORIO;NATU-COR;16452
328;FEGATOL 500 - PROVITALITY;LABORATORIO;PROVITALITY;28146
329;FEGATOL 250 - PROVITALITY;LABORATORIO;PROVITALITY;17296
3297;PROTEINA DE ARVEJA GRANGER NATURAL X 750GR;SUPLEMENTOS DEPORTIVOS;GRANGER;39585
3298;CREMA DE PROPOLEOS X 250 GRS;COSMETICA;LINDON;37814
33;MARKETING DIGITAL;VARIOS;;354053
330;FEGATOL 125 - PROVITALITY;LABORATORIO;PROVITALITY;10234
331;ACEITE ROMERO OASIS - OASIS;ACEITES COSMETICOS;OASIS;7924
332;CREMA ARNICA OASIS - OASIS;CREMAS Y POMADAS;OASIS;23423
333;CREMA CALENDULA OASIS - OASIS;CREMAS Y POMADAS;OASIS;22668
334;ALMENDRAS CON CHOCOLATE - GRANEL;DELICATESSEN;GRANEL;52613
335;AVELLANAS CON CHOCOLATE - GRANEL (x Kg.);DELICATESSEN;GRANEL;56246
336;ARANDANOS CON CHOCOLATE - GRANEL;DELICATESSEN;GRANEL;63789
337;CAFE CON CHOCOLATE - GRANEL;DELICATESSEN;GRANEL;62466
338;CEREAL CON CHOCOLATE - GRANEL;DELICATESSEN;GRANEL;33954
339;MANI CON CHOCOLATE - GRANEL;DELICATESSEN;GRANEL;29386
34;POLVO PARA HORNEAR X 50GR - DICOMERE;SIN TACC;DICOMERE;1089
340;NARANJAS CON CHOCOLATE - GRANEL (x Kg.);DELICATESSEN;GRANEL;63310
341;PASAS CON CHOCOLATE - GRANEL;DELICATESSEN;GRANEL;37469
342;HARINA DE AVENA - GRANEL;HARINAS;GRANEL;6423
343;QUINOA POP - YIN YANG;CEREALES;YIN YANG;12920
344;SEMILLAS POP - YIN YANG;CEREALES;YIN YANG;17489
345;BOMBON DE FRUTA - EROBOMB;VARIOS;EROBOMB;590
346;BOMBON MEMBRILLO PIZARRO - PIZARRO;VARIOS;PIZARRO;578
347;MEMBRILLO PAN X 650 - PIZARRO;DULCES Y MERMELADAS;PIZARRO;6478
348;MEMBRILLO PAN X 454 - PIZARRO;DULCES Y MERMELADAS;PIZARRO;4478
3489;PAN RALLADO SIN TACC PANYUCA;SIN TACC;PANYUCA;8189
349;MEMBRILLO PAN X 850 - PIZARRO;DULCES Y MERMELADAS;PIZARRO;8174
35;GHEE X 300GR - ENTRE NUTS;SIN TACC;ENTRE NUTS;15449
350;ROCKLETS - GRANEL;DELICATESSEN;GRANEL;39541
351;STEVIA LIQUIDA X 100ML - KONY (x U.);EDULCORANTES;KONY;4001
352;STEVIA POLVO X 90GR - KONY (x U.);EDULCORANTES;KONY;7077
353;JUAL STEVIA POLVO X 90 GRS - JUAL (x U.);EDULCORANTES;JUAL;10639
354;STEVIA EL COMIENZO X 45 GRS - EL COMIENZO;ORGANICOS;EL COMIENZO;6426
355;TRIGO SARRACENO X 1 KILO - SEMILLAS GAUCHAS;GRANOS Y LEGUMBRES;SEMILLAS GAUCHAS;8318
356;HARINA DE TRIGO SARRACENO X 1 KILO - SEMILLAS GAUCHAS;HARINAS;SEMILLAS GAUCHAS;8046
3561;SORRENTINO POLLO PANYUCA;SIN TACC;PANYUCA;12788
3568;ADAPTOGENO REISHI MYCO;LABORATORIO;MYCO;25587
357;HARINA DE TRIGO SARRACENO X 500 GRS - SEMILLAS GAUCHAS;HARINAS;SEMILLAS GAUCHAS;4235
358;TRIGO SARRACENO X 500 GRS - SEMILLAS GAUCHAS;GRANOS Y LEGUMBRES;SEMILLAS GAUCHAS;4498
359;COOKIE KETO Y SIN LACTOSA ALMENDRA ARANDANO Y CHOCOLATE - ATIPICO;SIN TACC;ATIPICO;3594
36;GRANOLA KETO X K 1 KG - MONARCA;CEREALES;MONARCA;19685
360;LIMONADA PEPINO ORGANICA X 500ML - LAS BRISAS;JUGOS;LAS BRISAS;3951
361;CHOCOLATE H.MAJO 100% X130 GRS - HEALTHY MAJO (x U.);VEGANOS;HEALTHY MAJO;18105
362;CHOCOLATE H.MAJO 60 % X 130 GRS - HEALTHY MAJO (x U.);SIN AZ�CAR;HEALTHY MAJO;17671
363;CHOCOLATE H.MAJO 80 % X 130 GRS - HEALTHY MAJO (x U.);VEGANOS;HEALTHY MAJO;16478
364;CHOCOLATE H.MAJO 70% X 130 GRS - HEALTHY MAJO;VEGANOS;HEALTHY MAJO;16061
365;CHOCOLATE H.MAJO SIN AZ CON LECHE X 130 GRS - HEALTHY MAJO (x U.);SIN AZ�CAR;HEALTHY MAJO;20490
366;CHUKER X 200CC (x U.);EDULCORANTES;CHUKER;1745
367;CHOCOLATE H.MAJO 70% X 70 GRS - HEALTHY MAJO (x U.);VEGANOS;HEALTHY MAJO;9917
3678;CREMA DE PROP�LEOS X 120 GRS;CREMAS Y POMADAS;LINDON;19618
368;CHOCOLATE H.MAJO 60% X 70 GRS - HEALTHY MAJO (x U.);SIN AZ�CAR;HEALTHY MAJO;10733
369;CURCUMA CON PIMIENTA NEGRA X 50 CAPS - NATIER;LABORATORIO;NATIER;24312
3698;MASA PARA TACOS - PANYUCA;SIN TACC;PANYUCA;7463
37;MEDIALUNAS X 3 - PANYUCA;SIN TACC;PANYUCA;6108
370;MEDALLON LENTEJA Y ARROZ INTEGRAL X 300GR - SOYLAND;SIN TACC;SOYLAND;5614
3707;CAFE TOSTADO ESPRESSO 100% ARABICA X 250 GRS - LA VIRGINIA;VARIOS;LA VIRGINIA;10272
371;MEDALLON QUINOA Y ESPINACA X 300GR - SOYLAND;SIN TACC;SOYLAND;5614
372;MILANESA DE ARVEJA Y ESPINACA - MUNDO VEGETAL;FRESCOS Y CONGELADOS;MUNDO VEGETAL;5598
373;PSYLLIUM HUSK X 100GR - DICOMERE;SIN TACC;DICOMERE;9376
374;ALGAS MARINAS NORY X 50 GRS - ARGENDIET;JAPONESES;ARGENDIET;5266
375;AGAR AGAR X 10 GR - ARGENDIET;REPOSTER�A;ARGENDIET;3115
376;AZUCAR MASCABO - GRANEL;REPOSTER�A;GRANEL;7307
377;KOMBUCHA MANGO X 473ML;VARIOS;BRAVIA;5126
378;ADAPTOGENO CORDYCEPS X 60CC - SINERGIA;LABORATORIO;SINERGIA;33209
379;CREMA DE ORDE�E X 50 GRS LINDON - LINDON;CREMAS Y POMADAS;LINDON;5131
38;CREMA DE COCO UNTABLE X 200GR - CRUDENCIO;VEGANOS;CRUDENCIO;15164
380;CREMA DE ORDE�E LINDON 120 GR - LINDON;CREMAS Y POMADAS;LINDON;8928
381;CREMA DE ORDE�E X 250 LINDON - LINDON;CREMAS Y POMADAS;LINDON;13117
382;CREMA DE ORDE�E X 500 GR LINDON - LINDON;CREMAS Y POMADAS;LINDON;26285
383;WHEY PROTEIN 453 GR CHOCOLATE - ENA;SUPLEMENTOS DEPORTIVOS;ENA;41962
384;CREATINA MICRO X 300 GRS - ENA;SUPLEMENTOS DEPORTIVOS;ENA;53256
385;AMINO 4500 X 150 TAB - ENA;SUPLEMENTOS DEPORTIVOS;ENA;75090
386;MUSCLE MAX X 90 TABS - ENA;SUPLEMENTOS DEPORTIVOS;ENA;43953
3867;GELATINA LIGTH CEREZA - BC;SIN AZ�CAR;BC;1635
387;NOVO PROSTAX FORTE BLISTER - BIOFIT;LABORATORIO;BIOFIT;2784
388;TORRONCINO SIN AZUCAR - FELFORT;SIN AZ�CAR;FELFORT;1736
389;CHOCOLATE CLASICO 70% CACAO - FELFORT;VARIOS;FELFORT;1019
39;TOSTADAS DE ARROZ CLASICAS X 150G - RISKY DIT;SIN TACC;RISKY DIT;2903
390;CARNITINA 1500 X 60 CAP - ENA;SUPLEMENTOS DEPORTIVOS;ENA;36713
392;VITAMINA C 1 GR X 15 SOBRES - ISA;LABORATORIO;ISA;8419
393;SEDANTE X 30 COMP - ISA;LABORATORIO;ISA;10625
394;VIGOR X 30 COMP - ISA;LABORATORIO;ISA;17045
395;LEVADURA CERVEZA 500 MG GH;LABORATORIO;GARDEN HOUSE;29892
396;GINSENG ROJO COREANO X 50 COMP GH - GARDEN HOUSE;LABORATORIO;GARDEN HOUSE;42326
397;GARCINOL MAX X 30 COMP GH - GARDEN HOUSE;LABORATORIO;GARDEN HOUSE;33723
398;COLAGENO HIDRO X 60 COMP GH - GARDEN HOUSE;LABORATORIO;GARDEN HOUSE;29767
3985;YERBA MATE CANARIAS TRADICIONAL X 500 GRS;VARIOS;CANARIAS;9013
399;MAGNESIO QUELATO X 30 CAPS - VITAMIN WAY;LABORATORIO;VITAMIN WAY;12472
4;CROCANTE DE MAN� - GRANEL;REPOSTER�A;GRANEL;18598
40;COOKIES VAINILLA - NATUZEN;SIN TACC;NATUZEN;2656
400;MOLDE PAN DULCE X 1KILO;REPOSTER�A;MOLDES;452
401;CENTELLA ASIATICA X 60 COMP GH - GARDEN HOUSE;LABORATORIO;GARDEN HOUSE;30111
402;CARTIFLEX X 60 COMP - ISA;LABORATORIO;ISA;33362
403;GLUCOSAMINA NO ARTRIT X 60 COMP - GEONAT;LABORATORIO;GEONAT;10242
404;RESVERATROL X 30 COMP - GEONAT;LABORATORIO;GEONAT;20256
405;VIGORCIN POTENCIA PLUS X 30 COMP - GEONAT;LABORATORIO;GEONAT;10885
406;VIGORCIN MUJER X 60 COMP - GEONAT;LABORATORIO;GEONAT;13548
407;GARCINIA CAMBOGIA X 60 - GEONAT;LABORATORIO;GEONAT;20520
408;AZAFRAN MOLIDO EL COQUISTADOR 0,2;ESPECIAS Y CONDIMENTOS;EL CONQUISTADOR;4711
409;ERGONITA NIGTH X 30 COMP - GEONAT;LABORATORIO;GEONAT;18605
41;COOKIES MITIMITI - NATUZEN;SIN TACC;NATUZEN;2250
410;CIRCULAC X 60 COMP - GEONAT;LABORATORIO;GEONAT;13204
411;ARANDANO AZUL X 60 COMP - GEONAT;LABORATORIO;GEONAT;19271
412;ARANDANO ROJO X 30 COMP - GEONAT;LABORATORIO;GEONAT;12785
413;LEVADURA DE CERVEZA X 100 COMP DIATES -;LABORATORIO;GEONAT;13137
414;ACEITE DE PESCADO X 60 CAP NATUFARMA - NATUFARMA;LABORATORIO;NATUFARMA;28145
415;LECITINA DE SOJA DIATES X60 CAP - GEONAT;LABORATORIO;GEONAT;20948
416;ACEITE DE CHIA X 60 CAP - NATUFARMA;LABORATORIO;NATUFARMA;21135
417;ACEITE DE PESCADO DIATES 1000 MG X 60 CAP - GEONAT;LABORATORIO;GEONAT;27018
418;AJO NEGRO 1000 MG X 30 COMP - GEONAT;LABORATORIO;GEONAT;11478
419;ARGININA X 60 COMP - GEONAT;LABORATORIO;GEONAT;18058
42;COOKIES NEVADITAS - NATUZEN;SIN TACC;NATUZEN;2656
420;CENTELLA FORTE X 60 COMP - GEONAT;LABORATORIO;GEONAT;12312
421;CORVITA COLAGENO ANTIAGE X 60 COMP - GEONAT;LABORATORIO;GEONAT;13026
422;CORVITA MAGNESIO 400 X 30 COMP - GEONAT;LABORATORIO;GEONAT;8030
423;CORVITA LAX X 30 COMP - GEONAT;LABORATORIO;GEONAT;6182
424;BETACAROTENO GEONAT X 30 COMP - GEONAT;LABORATORIO;GEONAT;9743
425;COLAGENO CON Q10 GENEO PIEL X 250 GR NATUFARMA;LABORATORIO;NATUFARMA;28637
426;GUARANA X 60 COMP NATUFARMA - NATUFARMA;LABORATORIO;NATUFARMA;10389
427;MAGNESIO SPORT X 30 COMP NATUFARMA - NATUFARMA;LABORATORIO;NATUFARMA;7687
428;GENEO BEAUTY X 30 COMP NATUFARMA - NATUFARMA;LABORATORIO;NATUFARMA;43488
429;LECITINA DE SOJA 1200 X 60 CAP NATUFARMA - NATUFARMA;LABORATORIO;NATUFARMA;33850
43;COOKIES CHOCOLATE - NATUZEN;SIN TACC;NATUZEN;2656
430;VALERIANA X 40 COMP - NATUFARMA;LABORATORIO;NATUFARMA;9020
431;LEVADURA DE CERVEZA X 100 COMP - NATUFARMA;LABORATORIO;NATUFARMA;10677
432;ENERGINAT X 60 COMP NATUFARMA - NATUFARMA;LABORATORIO;NATUFARMA;23109
433;HAIR X 30 COMP NATUFARMA - NATUFARMA;LABORATORIO;NATUFARMA;32687
434;SKIN HAIR & NAILS X 30 COMP NATUFARMA - NATUFARMA;LABORATORIO;NATUFARMA;26970
435;SERENIL X 50 COMP NATUFARMA - NATUFARMA;LABORATORIO;NATUFARMA;24218
436;CALCIO 500 NATUFARMA - NATUFARMA;LABORATORIO;NATUFARMA;14412
437;ARRIBA ENERGIA X 30 COMP - NATUFARMA;LABORATORIO;NATUFARMA;15529
438;VEGANESA X 310 GRS - FELICES LAS VACAS;FRESCOS Y CONGELADOS;FELICES LAS VACAS;7168
439;NOT PROTEIN BAR ALMENDRA CARAMELO - NOTCO;VEGANOS;NOTCO;2781
44;GALLETAS PEPAS - NATUZEN;SIN TACC;NATUZEN;4182
440;BUENAS NOCHES MELATONINA X 30 COMP - ISA;LABORATORIO;ISA;14853
441;GLUCOSAMINA 1500 X30 SOBRES - ISA;LABORATORIO;ISA;38275
442;NATULAX PLUS X 40 COMP NATUFARMA - NATUFARMA;LABORATORIO;NATUFARMA;7970
443;TINTURA CARDO MARIANO - PIPER POL;LABORATORIO;PIPER POL;9292
444;TINTURA PIPER CARQUEJA - PIPER POL;LABORATORIO;PIPER POL;11198
445;TINTURA PIPER CASTA�O DE INDIAS - PIPER POL;LABORATORIO;PIPER POL;15121
446;TINTURA PIPER COLA DE CABALLO - PIPER POL;LABORATORIO;PIPER POL;11198
447;TINTURA PIPER EQUINACEA - PIPER POL;LABORATORIO;PIPER POL;9447
448;TINTURA PIPER GINKGO BILOBA - PIPER POL;LABORATORIO;PIPER POL;15121
449;TINTURA PIPER HIPERICO - PIPER POL;LABORATORIO;PIPER POL;4751
45;GALLETAS VAINILLA - NATUZEN;SIN TACC;NATUZEN;4182
450;TINTURA PIPER LAXANTE - PIPER POL;LABORATORIO;PIPER POL;11198
451;TINTURA PIPER SAW PALMETO - PIPER POL;LABORATORIO;PIPER POL;15121
452;TINTURA PIPER U�A DE GATO - PIPER POL;LABORATORIO;PIPER POL;14015
453;TINTURA PIPER UVA URSI - PIPER POL;LABORATORIO;PIPER POL;11198
454;TINTURA VALERIANA - PIPER POL;LABORATORIO;PIPER POL;6180
4545;sitema guru;VARIOS;;117812
455;TINTURA PIPER PASIONARIA - PIPER POL;LABORATORIO;PIPER POL;11198
456;ALMID�N DE MA�Z - GRANEL;HARINAS;GRANEL;5367
457;F�CULA DE MANDIOCA - GRANEL;HARINAS;GRANEL;4309
458;AJI MOLIDO - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;31479
459;ADOBO PARA PIZZA - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;24660
46;GALLETAS CHOCOLATE - NATUZEN;SIN TACC;NATUZEN;4182
460;AJO GRANULADO - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;23318
461;AJO EN POLVO - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;18992
462;CEBOLLA DE VERDEO - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;56242
463;CEBOLLA EN ESCAMAS - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;22688
464;CEBOLLA EN POLVO - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;19859
465;PEREJIL HOJAS - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;38313
466;CANELA MOLIDA - GRANEL (x Kg.);ESPECIAS Y CONDIMENTOS;GRANEL;34004
467;CANELA EN RAMA - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;156242
468;CILANTRO - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;27414
469;COMINO MOLIDO - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;26290
47;GALLETAS COCO - NATUZEN;SIN TACC;NATUZEN;4182
470;COMINO EN GRANO - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;75054
471;COREANDRO EN GRANO - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;20779
472;C�RCUMA MOLIDA - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;23882
473;CURRY - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;29853
474;NUEZ MOSCADA MOLIDA - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;45649
475;PIMENT�N AHUMADO - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;26950
476;PIMIENTA BLANCA EN GRANO - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;93167
477;PIMIENTA BLANCA MOLIDA - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;86609
478;AJ� CAYENA AMARILLO - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;54489
479;PIMIENTA JAMAICA GRANO - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;99098
48;GALLETAS LIM�N - NATUZEN;SIN TACC;NATUZEN;4182
480;PIMIENTA JAMAICA MOLIDA - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;113011
481;PIMIENTA NEGRA EN GRANO - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;59100
482;PIMIENTA NEGRA MOLIDA - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;60058
483;BOUQUETE DE PIMIENTAS - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;71564
484;PIMIENTA VERDE - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;74086
485;PIMIENTA ROSA - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;106913
486;PROVENZAL - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;26401
487;PUERRO DESHIDRATADO - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;45933
488;CLAVO DE OLOR ENTERO - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;83278
489;ESTRAG�N - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;67081
49;GALLETAS CHIPS DE CHOCOLATE - NATUZEN;SIN TACC;NATUZEN;4182
490;HONGOS BOLLETUS - GRANEL;DESECADOS;GRANEL;70524
491;KALE - GRANEL;DESECADOS;GRANEL;30229
492;BAHARAT 7 ESPECIAS - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;87853
493;CONDIMENTO PARA ARROZ - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;23318
494;AMAPOLA - GRANEL;SEMILLAS;GRANEL;30366
495;CHIA - GRANEL;SEMILLAS;GRANEL;21393
496;HARINA DE CHIA - GRANEL;SEMILLAS;GRANEL;11234
497;GIRASOL PELADO - GRANEL;SEMILLAS;GRANEL;11354
498;JAMON FETAS 150GR - FELICES LAS VACAS;FRESCOS Y CONGELADOS;FELICES LAS VACAS;4411
499;NUGGETS X 300 FELICES LAS VACAS;FRESCOS Y CONGELADOS;FELICES LAS VACAS;5935
5;TE ROJO - HERBOTECA;INFUSIONES Y TES;HERBOTECA;2144
50;ARROZ INTEGRAL LARGO FINO - GRANEL;ARROCES;GRANEL;5273
500;MOSTAZA AMARILLA EN GRANO (x Kg.);SEMILLAS;GRANEL;19158
5000;HIERBAS GRANEL MANZANILLA;HIERBAS MEDICINALES;GRANEL;49138
5001;HIERBAS GRANEL AMBAY;HIERBAS MEDICINALES;GRANEL;18893
5002;HIERBAS GRANEL BOLDO;HIERBAS MEDICINALES;GRANEL;69275
5003;HIERBAS GRANEL BURRO;HIERBAS MEDICINALES;GRANEL;55550
5004;HIERBAS GRANEL CARNICERA;HIERBAS MEDICINALES;GRANEL;18893
5005;HIERBAS GRANEL CARQUEJA;HIERBAS MEDICINALES;GRANEL;23292
5006;HIERBAS GRANEL CEDRON;HIERBAS MEDICINALES;GRANEL;62473
5007;HIERBAS GRANEL CENTELLA ASIATICA;HIERBAS MEDICINALES;GRANEL;188517
5008;HIERBAS GRANEL COLA DE CABALLO;HIERBAS MEDICINALES;GRANEL;17210
5009;HIERBAS GRANEL COLA DE QUIRQUINCHO;HIERBAS MEDICINALES;GRANEL;89786
501;PANQUEQUE DE AVENA Y COCO SIN AZUCAR - BYGIRO;VEGANOS;BYGIRO;8027
5010;HIERBAS GRANEL CUASIA;HIERBAS MEDICINALES;GRANEL;30960
5011;HIERBAS GRANEL EQUINACEA;HIERBAS MEDICINALES;GRANEL;64866
5012;HIERBAS GRANEL ENEBRO BAYAS;HIERBAS MEDICINALES;GRANEL;49567
5013;HIERBAS GRANEL FRESNO;HIERBAS MEDICINALES;GRANEL;23302
5014;HIERBAS GRANEL FUCUS;HIERBAS MEDICINALES;GRANEL;100662
5015;HIERBAS GRANEL GINKGO BILOBA;HIERBAS MEDICINALES;GRANEL;92882
5016;HIERBAS GRANEL HENNA;HIERBAS MEDICINALES;GRANEL;202542
5017;HIERBAS GRANEL HIBISCUS;HIERBAS MEDICINALES;GRANEL;72747
5018;HIERBAS GRANEL HISOPO;HIERBAS MEDICINALES;GRANEL;43345
5019;HIERBAS GRANEL INCAYUYO;HIERBAS MEDICINALES;GRANEL;23908
502;QUINOA - GRANEL;SEMILLAS;GRANEL;23084
5020;HIERBAS GRANEL MEONA;HIERBAS MEDICINALES;GRANEL;22152
5021;HIERBAS GRANEL MELISA;HIERBAS MEDICINALES;GRANEL;30209
5022;HIERBAS GRANEL MORINGA;HIERBAS MEDICINALES;GRANEL;58334
5023;HIERBAS GRANEL MENTA;HIERBAS MEDICINALES;GRANEL;62662
5024;HIERBAS GRANEL NARANJO;HIERBAS MEDICINALES;GRANEL;35844
5025;HIERBAS GRANEL ORTIGA;HIERBAS MEDICINALES;GRANEL;46351
5026;HIERBAS GRANEL PAICO;HIERBAS MEDICINALES;GRANEL;24971
5027;HIERBAS GRANEL PAJARO BOBO;HIERBAS MEDICINALES;GRANEL;9957
5028;HIERBAS GRANEL PALO AZUL;HIERBAS MEDICINALES;GRANEL;26845
5029;HIERBAS GRANEL PASIONARIA;HIERBAS MEDICINALES;GRANEL;28373
503;HARINA DE QUINOA - GRANEL;SEMILLAS;GRANEL;23843
5030;HIERBAS GRANEL POLEO;HIERBAS MEDICINALES;GRANEL;22875
5031;HIERBAS GRANEL PULMONARIA;HIERBAS MEDICINALES;GRANEL;22388
5032;HIERBAS GRANEL ROMPEPIEDRAS;HIERBAS MEDICINALES;GRANEL;53649
5033;HIERBAS GRANEL RUDA;HIERBAS MEDICINALES;GRANEL;28299
5034;HIERBAS GRANEL SEN HOJAS;HIERBAS MEDICINALES;GRANEL;42011
5035;HIERBAS GRANEL SEN FOLICULOS;HIERBAS MEDICINALES;GRANEL;54564
5036;HIERBAS GRANEL TE NEGRO;INFUSIONES Y TES;GRANEL;15412
5037;HIERBAS GRANEL TE ROJO;INFUSIONES Y TES;GRANEL;15412
5038;HIERBAS GRANEL TE VERDE;INFUSIONES Y TES;GRANEL;24684
5039;HIERBAS GRANEL UVA URSI;HIERBAS MEDICINALES;GRANEL;140025
504;ZAPALLO - GRANEL;SEMILLAS;GRANEL;36799
5040;HIERBAS GRANEL VALERIANA;HIERBAS MEDICINALES;GRANEL;139746
5041;HIERBAS GRANEL YERBA DEL POLLO;HIERBAS MEDICINALES;GRANEL;36517
505;SESAMO BLANCO - GRANEL;SEMILLAS;GRANEL;19545
506;SESAMO NEGRO - GRANEL;SEMILLAS;GRANEL;20500
507;SESAMO INTEGRAL - GRANEL;SEMILLAS;GRANEL;7986
508;SESAMO INTEGRAL MOLIDO - GRANEL;SEMILLAS;GRANEL;21360
509;HARINA DE ARROZ - GRANEL;HARINAS;GRANEL;4917
51;MIX ARGENTINA - GRANEL (x Kg.);FRUTOS SECOS;GRANEL;26488
510;HARINA DE GARBANZO - GRANEL;HARINAS;GRANEL;4369
511;CACAO AMARGO NATURAL - GRANEL (x Kg.);REPOSTER�A;GRANEL;54046
512;FENOGRECO - GRANEL;SEMILLAS;GRANEL;19838
513;FENOGRECO MOLIDO - GRANEL;SEMILLAS;GRANEL;42261
514;MIX 4 SEMILLAS - GRANEL;SEMILLAS;GRANEL;11585
515;GELATINA SIN SABOR - GRANEL;REPOSTER�A;GRANEL;47547
516;BICARBONATO DE AMONIO - GRANEL;REPOSTER�A;GRANEL;44273
517;COCO RALLADO - GRANEL;REPOSTER�A;GRANEL;23241
518;BICARBONATO DE SODIO - GRANEL;REPOSTER�A;GRANEL;10137
519;GLUTEN - GRANEL;HARINAS;GRANEL;39361
52;NUECES MARIPOSA BLANCA - GRANEL;FRUTOS SECOS;GRANEL;29654
520;MAIZ PISCINGALLO - GRANEL;GRANOS Y LEGUMBRES;GRANEL;5103
521;MAIZ BLANCO PARTIDO - GRANEL;GRANOS Y LEGUMBRES;GRANEL;12381
522;MAIZ COLORADO PARTIDO - GRANEL;GRANOS Y LEGUMBRES;GRANEL;3287
523;WHEY PROTEIN TRUE MADE CHOCOLATE X 453GR - ENA;SUPLEMENTOS DEPORTIVOS;ENA;44044
524;WHEY PROTEIN TRUE MADE VAINILLA X 453GR - ENA;SUPLEMENTOS DEPORTIVOS;ENA;44044
525;ISOLATE WHEY CHOCOLATE 1 KG - STAR NUTRITION;SUPLEMENTOS DEPORTIVOS;STAR NUTRITION;152970
526;ISOLATE WHEY VAINILLA X 1KG - STAR NUTRITION;SUPLEMENTOS DEPORTIVOS;STAR NUTRITION;133549
527;ISOLATE WHEY RIPPED CHOCOLATE X 1 KG - STAR NUTRITION;SUPLEMENTOS DEPORTIVOS;STAR NUTRITION;125412
528;BCAA 2000 X 120 CAP - STAR NUTRITION;SUPLEMENTOS DEPORTIVOS;STAR NUTRITION;38509
529;XT GOLD PROTEIN CHOCOLATE 1,015 KG - HTN;SUPLEMENTOS DEPORTIVOS;HTN;104163
53;PISTACHO PELADO - GRANEL;FRUTOS SECOS;GRANEL;108778
530;XT GOLD PROTEIN VAINILLA 1,015 KG - HTN;SUPLEMENTOS DEPORTIVOS;HTN;104163
531;USA SOY PRO ISOLATE NARANJA 1 KG - HTN;SUPLEMENTOS DEPORTIVOS;HTN;61072
532;USA SOY PRO ISOLATE FRUTILLA 1KG - HTN;SUPLEMENTOS DEPORTIVOS;HTN;61072
